玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦5', '♠3', '♠2', '♦2', '♣4']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♠5', '♦2', '♦K', '♥Q', '♥9']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♣8', '♠T', '♥3', '♠3', '♥6']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♥K', '♦2', '♣9', '♣3', '♥2']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦K', '♥3', '♥T', '♠9', '♦7']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♣9', '♥9', '♥Q', '♦5', '♦2']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦7', '♥3', '♠J', '♥7', '♣2']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♠J', '♥T', '♠8', '♥2', '♦K']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦4', '♣6', '♠4', '♥2', '♥7']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♣4', '♦3', '♣8', '♥T', '♠2']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♠7', '♥4', '♠8', '♦2', '♦T']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♥6', '♥K', '♠J', '♦5', '♥T']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♠6', '♦J', '♦3', '♣6', '♣Q']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♠2', '♣6', '♦Q', '♦2', '♦4']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♣Q', '♥Q', '♠Q', '♣2', '♥T']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♠K', '♦J', '♥9', '♦2', '♣T']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♠T', '♦7', '♥6', '♠5', '♥9']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♥6', '♥4', '♦6', '♠6', '♣2']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦6', '♣J', '♥9', '♠K', '♣8']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♥K', '♠2', '♦4', '♥6', '♣8']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♥Q', '♣6', '♥3', '♣K', '♠3']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦Q', '♦K', '♦T', '♥9', '♥7']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♣6', '♦T', '♣8', '♠8', '♥Q']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♠Q', '♠6', '♣9', '♥T', '♠K']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♠6', '♥T', '♥4', '♦9', '♠7']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♥Q', '♠T', '♥5', '♠2', '♠7']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♣5', '♣4', '♠7', '♠5', '♥7']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♥J', '♣Q', '♣3', '♣9', '♥K']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♥T', '♠8', '♥6', '♠6', '♣J']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♣4', '♥Q', '♠Q', '♠4', '♠K']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♥9', '♣Q', '♦2', '♥6', '♥J']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♥Q', '♣Q', '♠9', '♣3', '♥4']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♠4', '♣5', '♥T', '♥7', '♦8']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♠2', '♦7', '♦2', '♥T', '♥Q']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♥3', '♦T', '♦3', '♥7', '♥K']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦4', '♠6', '♥5', '♣J', '♣9']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦K', '♦3', '♦2', '♥9', '♠2']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦Q', '♠3', '♣Q', '♦6', '♣2']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♥T', '♣Q', '♦4', '♦5', '♠2']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♠5', '♣6', '♦Q', '♠3', '♦J']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♠T', '♦K', '♠5', '♥2', '♣6']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♠3', '♥K', '♣3', '♥4', '♦3']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♣7', '♥T', '♥9', '♣6', '♠7']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♣6', '♣J', '♦7', '♠9', '♦8']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♣8', '♦6', '♣J', '♠J', '♥2']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦7', '♣9', '♥T', '♦T', '♦9']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♣2', '♣9', '♠8', '♣T', '♥Q']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♥5', '♠J', '♣7', '♦3', '♠K']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♣K', '♦7', '♥4', '♣9', '♥9']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♥9', '♣9', '♦3', '♦K', '♦7']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♠K', '♠2', '♠4', '♦T', '♦7']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♣Q', '♠5', '♥7', '♦Q', '♦J']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♥3', '♣3', '♦2', '♥T', '♠4']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♠T', '♠8', '♥6', '♣2', '♠Q']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♣T', '♥3', '♠3', '♦5', '♠5']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♥2', '♣2', '♠6', '♣5', '♥9']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♥6', '♦K', '♣Q', '♦T', '♠Q']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♠9', '♣6', '♣T', '♦K', '♥2']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♥4', '♠6', '♦6', '♠Q', '♥T']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦7', '♠6', '♠T', '♠7', '♣3']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦K', '♦6', '♠5', '♠9', '♠7']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♠9', '♥9', '♣5', '♠T', '♣K']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦T', '♣K', '♥8', '♦3', '♠Q']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♠5', '♦K', '♠J', '♦7', '♦Q']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♠8', '♣3', '♥4', '♠9', '♥5']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦6', '♠5', '♠4', '♠Q', '♦J']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦4', '♦6', '♣7', '♦8', '♣T']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♠8', '♥K', '♠4', '♦6', '♠5']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦5', '♦4', '♥8', '♦3', '♣3']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦7', '♥8', '♦J', '♥T', '♠T']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦T', '♥8', '♠6', '♦3', '♦8']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦4', '♣T', '♦T', '♠J', '♣9']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♥3', '♠2', '♣T', '♦9', '♦5']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♠7', '♦6', '♠4', '♦J', '♥K']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♠K', '♣7', '♦7', '♦8', '♠5']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♣8', '♦8', '♣T', '♦9', '♣4']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦Q', '♥8', '♣3', '♥J', '♠6']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♣6', '♥Q', '♥3', '♦K', '♠6']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♠4', '♥J', '♥T', '♣Q', '♥5']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♣7', '♦5', '♣9', '♣5', '♥9']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦T', '♥5', '♠7', '♥T', '♣2']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦T', '♠T', '♥J', '♣4', '♣7']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♠6', '♣3', '♥J', '♥3', '♥Q']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♣5', '♥J', '♥8', '♠7', '♣6']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♥8', '♠8', '♣T', '♦5', '♥2']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦7', '♦4', '♠T', '♠8', '♥2']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♠J', '♥9', '♣Q', '♥5', '♥K']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♠5', '♠K', '♥6', '♥7', '♣2']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦Q', '♥J', '♥T', '♥2', '♠2']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♥7', '♠T', '♣9', '♣8', '♣6']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦8', '♣8', '♥9', '♠J', '♣7']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♠5', '♦3', '♠T', '♥6', '♠K']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦2', '♣4', '♦7', '♣2', '♦Q']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦T', '♦5', '♠K', '♥T', '♦4']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♠2', '♥9', '♦9', '♥J', '♠4']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♠Q', '♦Q', '♠6', '♦K', '♣9']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♠3', '♣5', '♥K', '♦4', '♠7']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♠9', '♦9', '♥J', '♦K', '♥4']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♠5', '♠T', '♥J', '♦7', '♠Q']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♣5', '♠T', '♥7', '♥5', '♠Q']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♣T', '♠2', '♣K', '♠4', '♦4']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♠K', '♦T', '♥Q', '♣6', '♣2']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦J', '♣T', '♣6', '♦K', '♣9']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♣4', '♥K', '♦4', '♦2', '♥J']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♠K', '♠8', '♥6', '♣J', '♥5']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦T', '♣9', '♥8', '♣8', '♦8']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♥8', '♠4', '♥4', '♦7', '♠5']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦Q', '♦8', '♥Q', '♠J', '♠5']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦5', '♠8', '♥2', '♠Q', '♥7']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦5', '♠T', '♣J', '♠3', '♦2']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♠9', '♥Q', '♣K', '♥4', '♦4']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♠4', '♥9', '♣8', '♦4', '♣K']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦7', '♠7', '♠9', '♥2', '♣4']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♣T', '♣2', '♣K', '♥3', '♠2']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♣Q', '♠5', '♦5', '♥K', '♦2']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦7', '♥5', '♥8', '♣7', '♦5']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦4', '♣6', '♠5', '♠J', '♦8']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♥K', '♥J', '♣8', '♦6', '♠T']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦J', '♦4', '♥J', '♣9', '♦9']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦7', '♦3', '♣8', '♠4', '♥6']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♣8', '♦T', '♥6', '♠2', '♥Q']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♣7', '♦4', '♠T', '♣K', '♠Q']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♠T', '♦Q', '♥K', '♠7', '♣8']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♠J', '♦4', '♠7', '♣T', '♣9']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦7', '♣Q', '♠5', '♣9', '♥T']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♠9', '♦4', '♣9', '♠2', '♥7']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♥T', '♥5', '♠Q', '♥3', '♦9']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦2', '♣4', '♣J', '♦Q', '♥2']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♥T', '♠K', '♥2', '♣K', '♦3']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♥T', '♣5', '♣2', '♦6', '♥J']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♣5', '♣Q', '♥4', '♦Q', '♣6']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦3', '♦7', '♠7', '♠3', '♦2']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♥J', '♣K', '♦6', '♣9', '♦2']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♠4', '♥6', '♠9', '♦2', '♥2']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♠4', '♥9', '♣K', '♦2', '♣7']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♥4', '♦K', '♥7', '♦6', '♣J']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♥7', '♦K', '♦6', '♦8', '♥T']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♥6', '♣4', '♠T', '♣3', '♣7']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦6', '♦J', '♣7', '♠7', '♦9']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♠9', '♣K', '♠6', '♥9', '♠2']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦2', '♦4', '♣J', '♥3', '♦J']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♠9', '♦7', '♠8', '♠K', '♣Q']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦3', '♦J', '♥3', '♣3', '♥6']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♥Q', '♠Q', '♣7', '♥8', '♣Q']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦5', '♣Q', '♥9', '♦J', '♣J']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♣6', '♠J', '♦J', '♣K', '♣Q']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♣8', '♣5', '♦Q', '♠9', '♠4']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦6', '♦2', '♦Q', '♥K', '♣7']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♣5', '♥Q', '♦7', '♠7', '♦Q']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦3', '♥7', '♠9', '♥6', '♣K']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♣7', '♣J', '♦5', '♦9', '♣8']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♠4', '♠7', '♥8', '♠J', '♥5']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♠J', '♦6', '♦9', '♣7', '♣2']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♠8', '♥Q', '♠2', '♥4', '♦J']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♥2', '♦3', '♥K', '♠T', '♣T']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦2', '♥J', '♥3', '♥4', '♣6']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♥3', '♠5', '♣5', '♥8', '♦3']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦6', '♣7', '♣K', '♥6', '♦7']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♠4', '♦7', '♣6', '♦9', '♥6']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♠8', '♦5', '♠5', '♥3', '♠T']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♠T', '♠3', '♣8', '♥Q', '♥J']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♥K', '♣2', '♦J', '♣Q', '♣8']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♣2', '♣K', '♦J', '♠2', '♠4']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♠Q', '♠J', '♦5', '♥7', '♣3']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♥7', '♣2', '♣8', '♥K', '♥2']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦9', '♣5', '♠J', '♦4', '♠7']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♣9', '♥9', '♣8', '♠9', '♥T']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♥7', '♣2', '♠6', '♣J', '♠5']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♣Q', '♣2', '♦7', '♠2', '♠Q']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♥2', '♥J', '♣T', '♣5', '♦4']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♣J', '♦2', '♦T', '♦8', '♠4']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♠8', '♥8', '♣K', '♣T', '♥J']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♠7', '♦4', '♦3', '♦J', '♥6']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦J', '♥8', '♦T', '♦8', '♥J']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♣9', '♥4', '♦Q', '♥2', '♣7']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦2', '♣T', '♠6', '♥T', '♦5']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦5', '♦3', '♠7', '♠6', '♥7']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♣9', '♦4', '♥3', '♥9', '♠J']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦3', '♦J', '♣7', '♣4', '♥9']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦J', '♣9', '♥K', '♦8', '♦Q']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦7', '♥J', '♣5', '♠J', '♦J']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♠T', '♦8', '♣Q', '♠6', '♥3']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♣J', '♣7', '♠T', '♥6', '♦2']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦7', '♥Q', '♦5', '♥6', '♠Q']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♣Q', '♥4', '♥6', '♠5', '♦K']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♣4', '♦6', '♦7', '♠J', '♠T']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♠6', '♣2', '♠4', '♥9', '♣Q']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♠7', '♥3', '♦8', '♥J', '♠K']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦5', '♣5', '♦7', '♣K', '♥Q']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♠5', '♣5', '♣3', '♥4', '♥5']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♠K', '♦J', '♦4', '♥6', '♥T']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♣3', '♦8', '♥2', '♣J', '♠3']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦Q', '♣J', '♦9', '♥5', '♣6']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦7', '♣7', '♦Q', '♦5', '♥2']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦8', '♣9', '♠2', '♣Q', '♠K']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♣7', '♠9', '♠T', '♦9', '♣4']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♠J', '♦9', '♠2', '♦8', '♠6']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦Q', '♦3', '♠8', '♦J', '♠4']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦J', '♠J', '♦2', '♥6', '♠T']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♠9', '♥9', '♥4', '♥2', '♠3']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦9', '♠8', '♣K', '♠6', '♦5']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦4', '♥3', '♦3', '♠3', '♣4']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♠T', '♣J', '♠2', '♠K', '♥8']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♥8', '♥J', '♥4', '♣J', '♣5']
